date,game_no,vis,home,,temp,wind_speed,conditions,percip
4/20/2001,0,BOS,NYA,370010BOSNYA,58,5,cloudy,null
4/20/2001,0,ATL,PHI,370010ATLPHI,65,8,cloudy,null
4/20/2001,0,CHN,PIT,370010CHNPIT,48,5,overcast,null
4/20/2001,0,ANA,SEA,370010ANASEA,60,9,sunny,null
4/20/2001,0,MIL,SFN,370010MILSFN,51,9,cloudy,null
4/20/2001,0,BAL,TBA,370010BALTBA,72,0,in dome,null
4/20/2001,0,OAK,TEX,370010OAKTEX,77,20,overcast,null
4/21/2001,0,COL,ARI,370020COLARI,72,0,in dome,null
4/21/2001,0,MIN,CHA,370020MINCHA,78,25,cloudy,null
4/21/2001,0,NYN,CIN,370020NYNCIN,65,15,cloudy,null
4/21/2001,0,DET,CLE,370020DETCLE,63,16,cloudy,null
4/21/2001,0,MON,MIA,370020MONFLO,78,12,sunny,null
4/21/2001,0,SLN,HOU,370020SLNHOU,80,15,cloudy,null
4/21/2001,0,TOR,KCA,370020TORKCA,67,10,overcast,null
4/21/2001,0,SDN,LAN,370020SDNLAN,59,18,sunny,null
4/21/2001,0,BOS,NYA,370020BOSNYA,65,3,cloudy,null
4/21/2001,0,ATL,PHI,370020ATLPHI,65,7,overcast,null
4/21/2001,0,CHN,PIT,370020CHNPIT,55,2,overcast,null
4/21/2001,0,ANA,SEA,370020ANASEA,56,3,sunny,null
4/21/2001,0,MIL,SFN,370020MILSFN,62,4,sunny,null
4/21/2001,0,BAL,TBA,370020BALTBA,72,0,in dome,null
4/21/2001,0,OAK,TEX,370020OAKTEX,76,15,overcast,null
4/22/2001,0,COL,ARI,370030COLARI,72,13,sunny,null
4/22/2001,0,MIN,CHA,370030MINCHA,55,9,overcast,null
4/22/2001,0,NYN,CIN,370030NYNCIN,78,10,cloudy,null
4/22/2001,0,DET,CLE,370030DETCLE,70,3,cloudy,null
4/22/2001,0,MON,MIA,370030MONFLO,82,15,sunny,null
4/22/2001,0,SLN,HOU,370030SLNHOU,72,15,overcast,null
4/22/2001,0,TOR,KCA,370030TORKCA,68,25,cloudy,null
4/22/2001,0,SDN,LAN,370030SDNLAN,69,6,sunny,null
4/22/2001,0,BOS,NYA,370030BOSNYA,81,6,sunny,null
4/22/2001,0,ATL,PHI,370030ATLPHI,85,14,sunny,null
4/22/2001,0,CHN,PIT,370030CHNPIT,73,3,sunny,null
4/22/2001,0,ANA,SEA,370030ANASEA,72,0,in dome,null
4/22/2001,0,MIL,SFN,370030MILSFN,60,3,sunny,null
4/22/2001,0,BAL,TBA,370030BALTBA,72,0,in dome,null
4/22/2001,0,OAK,TEX,370030OAKTEX,79,40,cloudy,null
4/23/2001,0,MIA,ARI,370040FLOARI,80,8,cloudy,null
4/23/2001,0,ATL,HOU,370040ATLHOU,82,13,cloudy,null
4/23/2001,0,PHI,SDN,370040PHISDN,71,4,sunny,null
4/24/2001,0,MIA,ARI,370050FLOARI,85,2,sunny,null
4/24/2001,0,MIN,BOS,370050MINBOS,75,10,cloudy,null
4/24/2001,0,OAK,CHA,370050OAKCHA,61,5,sunny,null
4/24/2001,0,ANA,CLE,370050ANACLE,51,13,cloudy,null
4/24/2001,0,CHN,COL,370050CHNCOL,60,1,sunny,null
4/24/2001,0,BAL,DET,370050BALDET,53,7,cloudy,null
4/24/2001,0,ATL,HOU,370050ATLHOU,70,12,sunny,null
4/24/2001,0,PIT,LAN,370050PITLAN,81,6,sunny,null
4/24/2001,0,NYN,MIL,370050NYNMIL,72,0,in dome,null
4/24/2001,0,SEA,NYA,370050SEANYA,72,14,sunny,null
4/24/2001,0,PHI,SDN,370050PHISDN,77,5,sunny,null
4/24/2001,0,CIN,SFN,370050CINSFN,63,20,sunny,null
4/24/2001,0,MON,SLN,370050MONSLN,61,4,sunny,null
4/24/2001,0,KCA,TBA,370050KCATBA,72,0,in dome,null
4/24/2001,0,TEX,TOR,370050TEXTOR,72,0,in dome,null
4/25/2001,0,MIA,ARI,370060FLOARI,93,4,sunny,null
4/25/2001,0,MIN,BOS,370060MINBOS,54,8,cloudy,null
4/25/2001,0,OAK,CHA,370060OAKCHA,55,12,sunny,null
4/25/2001,0,ANA,CLE,370060ANACLE,49,13,sunny,null
4/25/2001,0,CHN,COL,370060CHNCOL,68,10,sunny,null
4/25/2001,0,BAL,DET,370060BALDET,44,9,sunny,null
4/25/2001,0,ATL,HOU,370060ATLHOU,77,5,sunny,null
4/25/2001,0,PIT,LAN,370060PITLAN,71,7,sunny,null
4/25/2001,0,NYN,MIL,370060NYNMIL,72,0,in dome,null
4/25/2001,0,SEA,NYA,370060SEANYA,54,7,cloudy,null
4/25/2001,0,PHI,SDN,370060PHISDN,66,5,sunny,null
4/25/2001,0,CIN,SFN,370060CINSFN,70,13,sunny,null
4/25/2001,0,MON,SLN,370060MONSLN,72,5,cloudy,null
4/25/2001,0,KCA,TBA,370060KCATBA,72,0,in dome,null
4/25/2001,0,TEX,TOR,370060TEXTOR,72,0,in dome,null
4/26/2001,0,ATL,ARI,370070ATLARI,96,5,sunny,null
4/26/2001,0,MIN,BOS,370070MINBOS,53,19,sunny,null
4/26/2001,0,OAK,CHA,370070OAKCHA,77,12,sunny,null
4/26/2001,0,ANA,CLE,370070ANACLE,53,5,sunny,null
4/26/2001,0,CHN,COL,370070CHNCOL,73,5,sunny,null
4/26/2001,0,BAL,DET,370070BALDET,60,13,cloudy,null
4/26/2001,0,PIT,LAN,370070PITLAN,60,8,sunny,null
4/26/2001,0,NYN,MIL,370070NYNMIL,69,25,sunny,null
4/26/2001,0,SEA,NYA,370070SEANYA,59,6,sunny,null
4/26/2001,0,PHI,SDN,370070PHISDN,70,4,sunny,null
4/26/2001,0,CIN,SFN,370070CINSFN,60,5,overcast,null
4/26/2001,0,MON,SLN,370070MONSLN,69,8,sunny,null
4/26/2001,0,KCA,TBA,370070KCATBA,72,0,in dome,null
4/27/2001,0,ATL,ARI,370080ATLARI,90,7,sunny,null
4/27/2001,0,KCA,BOS,370080KCABOS,52,3,sunny,null
4/27/2001,0,SEA,CHA,370080SEACHA,54,13,sunny,null
4/27/2001,0,TEX,CLE,370080TEXCLE,54,14,sunny,null
4/27/2001,0,CIN,COL,370080CINCOL,71,4,sunny,null
4/27/2001,0,TBA,DET,370080TBADET,58,14,sunny,null
4/27/2001,0,MIA,HOU,370080FLOHOU,82,15,cloudy,null
4/27/2001,0,PHI,LAN,370080PHILAN,59,6,sunny,null
4/27/2001,0,MON,MIL,370080MONMIL,72,0,in dome,null
4/27/2001,0,BAL,MIN,370080BALMIN,72,0,in dome,null
4/27/2001,0,OAK,NYA,370080OAKNYA,69,10,sunny,null
4/27/2001,0,PIT,SDN,370080PITSDN,65,5,sunny,null
4/27/2001,0,CHN,SFN,370080CHNSFN,54,15,overcast,null
4/27/2001,0,NYN,SLN,370080NYNSLN,86,9,sunny,null
4/27/2001,0,ANA,TOR,370080ANATOR,72,0,in dome,null
4/28/2001,0,ATL,ARI,370090ATLARI,90,9,sunny,null
4/28/2001,0,KCA,BOS,370090KCABOS,55,10,sunny,null
4/28/2001,0,SEA,CHA,370090SEACHA,58,12,sunny,null
4/28/2001,0,TEX,CLE,370090TEXCLE,51,7,sunny,null
4/28/2001,0,CIN,COL,370090CINCOL,64,8,cloudy,null
4/28/2001,0,TBA,DET,370090TBADET,54,6,sunny,null
4/28/2001,0,MIA,HOU,370090FLOHOU,79,10,sunny,null
4/28/2001,0,PHI,LAN,370090PHILAN,59,9,sunny,null
4/28/2001,0,MON,MIL,370090MONMIL,52,10,cloudy,null
4/28/2001,0,BAL,MIN,370090BALMIN,72,0,in dome,null
4/28/2001,0,OAK,NYA,370090OAKNYA,59,6,sunny,null
4/28/2001,0,PIT,SDN,370090PITSDN,63,5,sunny,null
4/28/2001,0,CHN,SFN,370090CHNSFN,59,20,cloudy,null
4/28/2001,0,NYN,SLN,370090NYNSLN,74,10,sunny,null
4/28/2001,0,ANA,TOR,370090ANATOR,72,0,in dome,null
4/29/2001,0,ATL,ARI,370100ATLARI,72,0,in dome,null
4/29/2001,0,KCA,BOS,370100KCABOS,66,15,sunny,null
4/29/2001,0,SEA,CHA,370100SEACHA,61,15,sunny,null
4/29/2001,0,TEX,CLE,370100TEXCLE,53,9,sunny,null
4/29/2001,0,CIN,COL,370100CINCOL,78,6,cloudy,null
4/29/2001,0,TBA,DET,370100TBADET,55,8,sunny,null
4/29/2001,0,MIA,HOU,370100FLOHOU,83,5,cloudy,null
4/29/2001,0,PHI,LAN,370100PHILAN,66,7,sunny,null
4/29/2001,0,MON,MIL,370100MONMIL,61,14,cloudy,null
4/29/2001,0,BAL,MIN,370100BALMIN,72,0,in dome,null
4/29/2001,0,OAK,NYA,370100OAKNYA,61,10,sunny,null
4/29/2001,0,PIT,SDN,370100PITSDN,72,5,sunny,null
4/29/2001,0,CHN,SFN,370100CHNSFN,60,5,sunny,null
4/29/2001,0,NYN,SLN,370100NYNSLN,78,15,sunny,null
4/29/2001,0,ANA,TOR,370100ANATOR,72,0,in dome,null
4/30/2001,0,TBA,BAL,370110TBABAL,75,5,sunny,null
4/30/2001,0,NYA,MIN,370110NYAMIN,72,0,in dome,null
4/30/2001,0,HOU,NYN,370110HOUNYN,77,7,sunny,null
4/30/2001,0,KCA,TOR,370110KCATOR,72,0,in dome,null
5/1/2001,0,CHA,ANA,370120CHAANA,80,5,sunny,null
5/1/2001,0,MIL,ATL,370120MILATL,76,4,cloudy,null
5/1/2001,0,TBA,BAL,370120TBABAL,82,5,sunny,null
5/1/2001,0,SDN,CHN,370120SDNCHN,77,15,sunny,null
5/1/2001,0,LAN,CIN,370120LANCIN,82,5,sunny,null
5/1/2001,0,SLN,MIA,370120SLNFLO,75,10,overcast,null
5/1/2001,0,CLE,KCA,370120CLEKCA,81,18,sunny,null
5/1/2001,0,NYA,MIN,370120NYAMIN,72,0,in dome,null
5/1/2001,0,ARI,MON,370120ARIMON,72,0,in dome,null
5/1/2001,0,HOU,NYN,370120HOUNYN,82,12,sunny,null
5/1/2001,0,TOR,OAK,370120TOROAK,67,16,sunny,null
5/1/2001,0,COL,PHI,370120COLPHI,82,9,sunny,null
5/1/2001,0,SFN,PIT,370120SFNPIT,85,3,sunny,null
5/1/2001,0,BOS,SEA,370120BOSSEA,53,6,cloudy,null
5/1/2001,0,DET,TEX,370120DETTEX,78,12,cloudy,null
5/2/2001,0,CHA,ANA,370130CHAANA,63,8,cloudy,null
5/2/2001,0,MIL,ATL,370130MILATL,77,9,cloudy,null
5/2/2001,0,TBA,BAL,370130TBABAL,84,5,sunny,null
5/2/2001,0,SDN,CHN,370130SDNCHN,81,17,overcast,null
5/2/2001,0,LAN,CIN,370130LANCIN,83,6,sunny,null
5/2/2001,0,SLN,MIA,370130SLNFLO,78,9,sunny,null
5/2/2001,0,CLE,KCA,370130CLEKCA,78,10,overcast,null
5/2/2001,0,NYA,MIN,370130NYAMIN,72,0,in dome,null
5/2/2001,0,ARI,MON,370130ARIMON,72,0,in dome,null
5/2/2001,0,HOU,NYN,370130HOUNYN,82,10,sunny,null
5/2/2001,0,TOR,OAK,370130TOROAK,74,20,sunny,null
5/2/2001,0,COL,PHI,370130COLPHI,84,11,sunny,null
5/2/2001,0,SFN,PIT,370130SFNPIT,75,3,sunny,null
5/2/2001,0,BOS,SEA,370130BOSSEA,58,8,sunny,null
5/2/2001,0,DET,TEX,370130DETTEX,84,17,sunny,null
5/3/2001,0,CHA,ANA,370140CHAANA,66,4,sunny,null
5/3/2001,0,MIL,ATL,370140MILATL,78,5,sunny,null
5/3/2001,0,NYA,BAL,370140NYABAL,90,5,sunny,null
5/3/2001,0,SDN,CHN,370140SDNCHN,80,18,sunny,null
5/3/2001,0,LAN,CIN,370140LANCIN,86,8,sunny,null
5/3/2001,0,CLE,KCA,370140CLEKCA,74,12,overcast,null
5/3/2001,0,ARI,MON,370140ARIMON,72,0,in dome,null
5/3/2001,0,TOR,OAK,370140TOROAK,76,28,sunny,null
5/3/2001,0,COL,PHI,370140COLPHI,84,5,sunny,null
5/3/2001,0,SFN,PIT,370140SFNPIT,85,2,sunny,null
5/3/2001,0,BOS,SEA,370140BOSSEA,56,7,overcast,null
5/3/2001,0,DET,TEX,370140DETTEX,81,15,cloudy,null
5/4/2001,0,DET,ANA,370150DETANA,70,8,sunny,null
5/4/2001,0,SLN,ATL,370150SLNATL,80,6,sunny,null
5/4/2001,0,NYA,BAL,370150NYABAL,91,5,cloudy,null
5/4/2001,0,LAN,CHN,370150LANCHN,55,14,overcast,null
5/4/2001,0,SDN,CIN,370150SDNCIN,84,9,sunny,null
5/4/2001,0,MIL,MIA,370150MILFLO,78,15,cloudy,null
5/4/2001,0,MIN,KCA,370150MINKCA,77,8,cloudy,null
5/4/2001,0,HOU,MON,370150HOUMON,72,0,in dome,null
5/4/2001,0,ARI,NYN,370150ARINYN,83,10,sunny,null
5/4/2001,0,BOS,OAK,370150BOSOAK,64,13,sunny,null
5/4/2001,0,SFN,PHI,370150SFNPHI,88,12,cloudy,null
5/4/2001,0,COL,PIT,370150COLPIT,83,3,overcast,null
5/4/2001,0,TOR,SEA,370150TORSEA,72,0,in dome,null
5/4/2001,0,CLE,TBA,370150CLETBA,72,0,in dome,null
5/5/2001,0,DET,ANA,370160DETANA,72,9,sunny,null
5/5/2001,0,SLN,ATL,370160SLNATL,80,2,cloudy,null
5/5/2001,0,NYA,BAL,370160NYABAL,85,5,cloudy,null
5/5/2001,0,LAN,CHN,370160LANCHN,63,14,overcast,null
5/5/2001,0,SDN,CIN,370160SDNCIN,79,6,cloudy,null
5/5/2001,0,MIL,MIA,370160MILFLO,78,8,cloudy,null
5/5/2001,0,MIN,KCA,370160MINKCA,64,17,sunny,null
5/5/2001,0,HOU,MON,370160HOUMON,72,0,in dome,null
5/5/2001,0,ARI,NYN,370160ARINYN,69,10,cloudy,null
5/5/2001,0,BOS,OAK,370160BOSOAK,68,6,sunny,null
5/5/2001,0,SFN,PHI,370160SFNPHI,72,7,sunny,null
5/5/2001,0,COL,PIT,370160COLPIT,77,2,sunny,null
5/5/2001,0,TOR,SEA,370160TORSEA,50,6,overcast,null
5/5/2001,0,CLE,TBA,370160CLETBA,72,0,in dome,null
5/5/2001,0,CHA,TEX,370160CHATEX,73,10,overcast,null
5/6/2001,0,DET,ANA,370170DETANA,80,7,sunny,null
5/6/2001,0,SLN,ATL,370170SLNATL,82,5,cloudy,null
5/6/2001,0,NYA,BAL,370170NYABAL,68,5,cloudy,null
5/6/2001,0,LAN,CHN,370170LANCHN,64,8,cloudy,null
5/6/2001,0,SDN,CIN,370170SDNCIN,83,2,sunny,null
5/6/2001,0,MIL,MIA,370170MILFLO,81,20,sunny,null
5/6/2001,0,MIN,KCA,370170MINKCA,71,14,sunny,null
5/6/2001,0,HOU,MON,370170HOUMON,72,0,in dome,null
5/6/2001,0,ARI,NYN,370170ARINYN,59,13,sunny,null
5/6/2001,0,BOS,OAK,370170BOSOAK,78,9,sunny,null
5/6/2001,0,SFN,PHI,370170SFNPHI,63,14,sunny,null
5/6/2001,0,COL,PIT,370170COLPIT,75,5,sunny,null
5/6/2001,0,TOR,SEA,370170TORSEA,56,8,sunny,null
5/6/2001,0,CLE,TBA,370170CLETBA,72,0,in dome,null
5/6/2001,0,CHA,TEX,370170CHATEX,78,14,cloudy,null
5/7/2001,0,CIN,ARI,370180CINARI,97,5,sunny,null
5/7/2001,0,NYN,COL,370180NYNCOL,56,13,sunny,null
5/7/2001,0,PHI,HOU,370180PHIHOU,78,3,overcast,null
5/7/2001,0,MIA,LAN,370180FLOLAN,70,6,sunny,null
5/7/2001,0,CHN,MIL,370180CHNMIL,66,15,cloudy,null
5/7/2001,0,MON,SFN,370180MONSFN,76,8,sunny,null
5/7/2001,0,PIT,SLN,370180PITSLN,72,12,sunny,null
5/7/2001,0,CHA,TEX,370180CHATEX,77,5,cloudy,null
5/8/2001,0,CIN,ARI,370190CINARI,101,8,sunny,null
5/8/2001,0,SEA,BOS,370190SEABOS,64,16,sunny,null
5/8/2001,0,ANA,CHA,370190ANACHA,77,18,cloudy,null
5/8/2001,0,KCA,CLE,370190KCACLE,68,3,sunny,null
5/8/2001,0,NYN,COL,370190NYNCOL,71,15,sunny,null
5/8/2001,0,TEX,DET,370190TEXDET,72,6,sunny,null
5/8/2001,0,PHI,HOU,370190PHIHOU,82,7,sunny,null
5/8/2001,0,MIA,LAN,370190FLOLAN,69,5,sunny,null
5/8/2001,0,CHN,MIL,370190CHNMIL,73,21,sunny,null
5/8/2001,0,MIN,NYA,370190MINNYA,62,7,sunny,null
5/8/2001,0,ATL,SDN,370190ATLSDN,72,5,sunny,null
5/8/2001,0,MON,SFN,370190MONSFN,79,14,sunny,null
5/8/2001,0,PIT,SLN,370190PITSLN,79,8,sunny,null
5/8/2001,0,BAL,TBA,370190BALTBA,72,0,in dome,null
5/8/2001,0,OAK,TOR,370190OAKTOR,72,0,in dome,null
5/9/2001,0,CIN,ARI,370200CINARI,101,3,sunny,null
5/9/2001,0,SEA,BOS,370200SEABOS,60,8,sunny,null
5/9/2001,0,ANA,CHA,370200ANACHA,81,9,sunny,null
5/9/2001,0,KCA,CLE,370200KCACLE,70,3,sunny,null
5/9/2001,0,NYN,COL,370200NYNCOL,70,7,cloudy,null
5/9/2001,0,TEX,DET,370200TEXDET,74,13,cloudy,null
5/9/2001,0,PHI,HOU,370200PHIHOU,77,9,cloudy,null
5/9/2001,0,MIA,LAN,370200FLOLAN,69,6,sunny,null
5/9/2001,0,CHN,MIL,370200CHNMIL,72,0,in dome,null
5/9/2001,0,MIN,NYA,370200MINNYA,74,10,sunny,null
5/9/2001,0,ATL,SDN,370200ATLSDN,68,5,sunny,null
5/9/2001,0,MON,SFN,370200MONSFN,59,10,sunny,null
5/9/2001,0,PIT,SLN,370200PITSLN,82,8,sunny,null
5/9/2001,0,BAL,TBA,370200BALTBA,72,0,in dome,null
5/9/2001,0,OAK,TOR,370200OAKTOR,72,0,in dome,null
5/10/2001,0,SEA,BOS,370210SEABOS,70,12,sunny,null
5/10/2001,0,ANA,CHA,370210ANACHA,70,10,cloudy,null
5/10/2001,0,KCA,CLE,370210KCACLE,77,14,sunny,null
5/10/2001,0,NYN,COL,370210NYNCOL,76,5,cloudy,null
5/10/2001,0,TEX,DET,370210TEXDET,71,13,cloudy,null
5/10/2001,0,MIA,LAN,370210FLOLAN,71,6,sunny,null
5/10/2001,0,CHN,MIL,370210CHNMIL,73,17,cloudy,null
5/10/2001,0,MIN,NYA,370210MINNYA,81,10,cloudy,null
5/10/2001,0,ATL,SDN,370210ATLSDN,66,10,sunny,null
5/10/2001,0,MON,SFN,370210MONSFN,66,5,sunny,null
5/10/2001,0,PIT,SLN,370210PITSLN,80,15,sunny,null
5/10/2001,0,BAL,TBA,370210BALTBA,72,0,in dome,null
5/10/2001,0,OAK,TOR,370210OAKTOR,72,0,in dome,null
5/11/2001,0,PHI,ARI,370220PHIARI,100,4,sunny,null
5/11/2001,0,OAK,BOS,370220OAKBOS,83,12,sunny,null
5/11/2001,0,TEX,CHA,370220TEXCHA,48,7,cloudy,null
5/11/2001,0,TBA,CLE,370220TBACLE,71,3,cloudy,null
5/11/2001,0,MON,COL,370220MONCOL,70,3,sunny,null
5/11/2001,0,ANA,DET,370220ANADET,69,12,cloudy,null
5/11/2001,0,ATL,LAN,370220ATLLAN,62,6,sunny,null
5/11/2001,0,PIT,MIL,370220PITMIL,72,0,in dome,null
5/11/2001,0,KCA,MIN,370220KCAMIN,72,0,in dome,null
5/11/2001,0,BAL,NYA,370220BALNYA,79,9,sunny,null
5/11/2001,0,MIA,SDN,370220FLOSDN,66,5,cloudy,null
5/11/2001,0,NYN,SFN,370220NYNSFN,58,10,sunny,null
5/11/2001,0,CHN,SLN,370220CHNSLN,77,12,cloudy,null
5/11/2001,0,SEA,TOR,370220SEATOR,72,0,in dome,null
5/12/2001,0,PHI,ARI,370230PHIARI,72,0,in dome,null
5/12/2001,0,OAK,BOS,370230OAKBOS,83,17,cloudy,null
5/12/2001,0,TEX,CHA,370230TEXCHA,54,7,sunny,null
5/12/2001,1,HOU,CIN,370231HOUCIN,66,10,cloudy,null
5/12/2001,2,HOU,CIN,370232HOUCIN,64,9,cloudy,null
5/12/2001,0,TBA,CLE,370230TBACLE,54,13,sunny,null
5/12/2001,0,MON,COL,370230MONCOL,80,2,sunny,null
5/12/2001,0,ANA,DET,370230ANADET,55,12,cloudy,null
5/12/2001,0,ATL,LAN,370230ATLLAN,64,8,overcast,null
5/12/2001,0,PIT,MIL,370230PITMIL,72,0,in dome,null
5/12/2001,0,KCA,MIN,370230KCAMIN,72,0,in dome,null
5/12/2001,0,BAL,NYA,370230BALNYA,85,10,cloudy,null
5/12/2001,0,MIA,SDN,370230FLOSDN,66,5,cloudy,null
5/12/2001,0,NYN,SFN,370230NYNSFN,62,20,sunny,null
5/12/2001,0,CHN,SLN,370230CHNSLN,67,9,cloudy,null
5/12/2001,0,SEA,TOR,370230SEATOR,72,0,in dome,null
5/13/2001,0,PHI,ARI,370240PHIARI,72,0,in dome,null
5/13/2001,0,OAK,BOS,370240OAKBOS,60,20,sunny,null
5/13/2001,0,TEX,CHA,370240TEXCHA,60,3,sunny,null
5/13/2001,0,HOU,CIN,370240HOUCIN,69,6,sunny,null
5/13/2001,0,TBA,CLE,370240TBACLE,52,8,sunny,null
5/13/2001,0,MON,COL,370240MONCOL,78,6,sunny,null
5/13/2001,0,ANA,DET,370240ANADET,59,7,sunny,null
5/13/2001,0,ATL,LAN,370240ATLLAN,66,7,cloudy,null
5/13/2001,0,PIT,MIL,370240PITMIL,63,9,sunny,null
5/13/2001,0,KCA,MIN,370240KCAMIN,72,0,in dome,null
5/13/2001,0,BAL,NYA,370240BALNYA,64,7,sunny,null
5/13/2001,0,MIA,SDN,370240FLOSDN,70,5,sunny,null
5/13/2001,0,NYN,SFN,370240NYNSFN,59,15,cloudy,null
5/13/2001,0,CHN,SLN,370240CHNSLN,65,3,cloudy,null
5/13/2001,0,SEA,TOR,370240SEATOR,72,0,in dome,null
5/14/2001,0,HOU,CIN,370250HOUCIN,71,9,cloudy,null
5/14/2001,0,PIT,MIL,370250PITMIL,72,0,in dome,null
5/14/2001,0,KCA,MIN,370250KCAMIN,72,0,in dome,null
5/15/2001,0,TOR,ANA,370260TORANA,66,5,sunny,null
5/15/2001,0,COL,ATL,370260COLATL,84,8,sunny,null
5/15/2001,0,DET,BAL,370260DETBAL,77,5,cloudy,null
5/15/2001,0,HOU,CHN,370260HOUCHN,85,10,sunny,null
5/15/2001,0,ARI,CIN,370260ARICIN,83,10,sunny,null
5/15/2001,0,SFN,MIA,370260SFNFLO,80,14,sunny,null
5/15/2001,0,TBA,KCA,370260TBAKCA,87,6,cloudy,null
5/15/2001,0,BOS,MIN,370260BOSMIN,72,0,in dome,null
5/15/2001,0,LAN,MON,370260LANMON,72,0,in dome,null
5/15/2001,0,SDN,NYN,370260SDNNYN,68,10,cloudy,null
5/15/2001,0,NYA,OAK,370260NYAOAK,63,7,overcast,null
5/15/2001,0,MIL,PHI,370260MILPHI,73,11,sunny,null
5/15/2001,0,SLN,PIT,370260SLNPIT,68,1,sunny,null
5/15/2001,0,CHA,SEA,370260CHASEA,72,0,in dome,null
5/15/2001,0,CLE,TEX,370260CLETEX,81,15,sunny,null
5/16/2001,0,TOR,ANA,370270TORANA,75,7,sunny,null
5/16/2001,0,COL,ATL,370270COLATL,85,12,cloudy,null
5/16/2001,0,DET,BAL,370270DETBAL,71,5,cloudy,null
5/16/2001,0,HOU,CHN,370270HOUCHN,74,14,sunny,null
5/16/2001,0,ARI,CIN,370270ARICIN,76,5,cloudy,null
5/16/2001,0,SFN,MIA,370270SFNFLO,82,10,sunny,null
5/16/2001,0,TBA,KCA,370270TBAKCA,88,12,overcast,null
5/16/2001,0,BOS,MIN,370270BOSMIN,72,0,in dome,null
5/16/2001,0,LAN,MON,370270LANMON,72,0,in dome,null
5/16/2001,0,SDN,NYN,370270SDNNYN,60,9,cloudy,null
5/16/2001,0,NYA,OAK,370270NYAOAK,60,15,sunny,null
5/16/2001,0,MIL,PHI,370270MILPHI,66,13,cloudy,null
5/16/2001,0,SLN,PIT,370270SLNPIT,62,5,cloudy,null
5/16/2001,0,CHA,SEA,370270CHASEA,59,12,sunny,null
5/16/2001,0,CLE,TEX,370270CLETEX,88,15,sunny,null
5/17/2001,0,TOR,ANA,370280TORANA,67,5,sunny,null
5/17/2001,0,COL,ATL,370280COLATL,86,8,overcast,null
5/17/2001,0,DET,BAL,370280DETBAL,61,8,cloudy,null
5/17/2001,0,HOU,CHN,370280HOUCHN,70,5,sunny,null
5/17/2001,0,ARI,CIN,370280ARICIN,83,5,cloudy,null
5/17/2001,0,SFN,MIA,370280SFNFLO,82,13,sunny,null
5/17/2001,0,TBA,KCA,370280TBAKCA,68,2,cloudy,drizzle
5/17/2001,0,BOS,MIN,370280BOSMIN,72,0,in dome,null
5/17/2001,0,LAN,MON,370280LANMON,72,0,in dome,null
5/17/2001,0,SDN,NYN,370280SDNNYN,58,6,cloudy,null
5/17/2001,0,NYA,OAK,370280NYAOAK,66,8,sunny,null
5/17/2001,0,MIL,PHI,370280MILPHI,59,10,overcast,null
5/17/2001,0,SLN,PIT,370280SLNPIT,70,4,overcast,null
5/17/2001,0,CHA,SEA,370280CHASEA,56,6,overcast,null
5/17/2001,0,CLE,TEX,370280CLETEX,86,18,sunny,null
5/18/2001,0,CLE,ANA,370290CLEANA,66,4,overcast,null
5/18/2001,0,SFN,ATL,370290SFNATL,85,10,sunny,null
5/18/2001,0,MIN,BAL,370290MINBAL,64,7,cloudy,null
5/18/2001,0,ARI,CHN,370290ARICHN,68,14,sunny,null
5/18/2001,0,COL,MIA,370290COLFLO,83,9,sunny,null
5/18/2001,0,CIN,HOU,370290CINHOU,83,12,sunny,null
5/18/2001,0,BOS,KCA,370290BOSKCA,65,3,sunny,null
5/18/2001,0,SDN,MON,370290SDNMON,72,0,in dome,null
5/18/2001,0,LAN,NYN,370290LANNYN,65,5,overcast,null
5/18/2001,0,CHA,OAK,370290CHAOAK,65,13,sunny,null
5/18/2001,0,SLN,PHI,370290SLNPHI,62,6,overcast,null
5/18/2001,0,NYA,SEA,370290NYASEA,61,7,overcast,null
5/18/2001,0,DET,TBA,370290DETTBA,72,0,in dome,null
5/18/2001,0,TOR,TEX,370290TORTEX,83,4,overcast,null
5/19/2001,0,CLE,ANA,370300CLEANA,65,3,sunny,null
5/19/2001,0,SFN,ATL,370300SFNATL,65,5,overcast,null
5/19/2001,0,MIN,BAL,370300MINBAL,79,5,cloudy,null
5/19/2001,0,ARI,CHN,370300ARICHN,71,12,sunny,null
5/19/2001,0,COL,MIA,370300COLFLO,81,12,sunny,null
5/19/2001,0,CIN,HOU,370300CINHOU,83,12,cloudy,null
5/19/2001,0,BOS,KCA,370300BOSKCA,77,6,cloudy,null
5/19/2001,0,SDN,MON,370300SDNMON,72,0,in dome,null
5/19/2001,0,LAN,NYN,370300LANNYN,74,3,sunny,null
5/19/2001,0,CHA,OAK,370300CHAOAK,70,10,sunny,null
5/19/2001,0,SLN,PHI,370300SLNPHI,77,3,cloudy,null
5/19/2001,0,MIL,PIT,370300MILPIT,73,5,sunny,null
5/19/2001,0,NYA,SEA,370300NYASEA,54,5,overcast,null
5/19/2001,0,DET,TBA,370300DETTBA,72,0,in dome,null
5/19/2001,0,TOR,TEX,370300TORTEX,81,15,overcast,null
5/20/2001,0,CLE,ANA,370310CLEANA,72,3,sunny,null
5/20/2001,0,SFN,ATL,370310SFNATL,75,5,overcast,null
5/20/2001,0,MIN,BAL,370310MINBAL,66,12,overcast,null
5/20/2001,0,ARI,CHN,370310ARICHN,71,12,cloudy,null
