date,game_no,vis,home,,temp,wind_speed,conditions,percip
4/14/1996,0,MIN,BAL,351690MINBAL,67,9,sunny,no precipitation
4/14/1996,0,CLE,BOS,351690CLEBOS,41,12,overcast,drizzle
4/14/1996,0,OAK,CHA,351690OAKCHA,38,13,overcast,no precipitation
4/14/1996,1,HOU,CIN,351691HOUCIN,43,15,cloudy,null
4/14/1996,2,HOU,CIN,351692HOUCIN,50,10,sunny,no precipitation
4/14/1996,0,NYN,COL,351690NYNCOL,45,13,night,no precipitation
4/14/1996,0,ANA,DET,351690CALDET,47,10,sunny,no precipitation
4/14/1996,0,MIA,LAN,351690FLOLAN,74,2,sunny,no precipitation
4/14/1996,0,KCA,MIL,351690KCAMIL,36,17,overcast,no precipitation
4/14/1996,0,TEX,NYA,351690TEXNYA,55,10,sunny,no precipitation
4/14/1996,0,MON,PIT,351690MONPIT,46,8,cloudy,no precipitation
4/14/1996,0,ATL,SDN,351690ATLSDN,75,5,sunny,no precipitation
4/14/1996,0,CHN,SFN,351690CHNSFN,63,5,cloudy,no precipitation
4/14/1996,0,PHI,SLN,351690PHISLN,57,null,sunny,no precipitation
4/14/1996,0,SEA,TOR,351690SEATOR,null,null,in dome,null
4/15/1996,0,CLE,BOS,351700CLEBOS,49,10,sunny,no precipitation
4/15/1996,0,CIN,CHN,351700CINCHN,35,18,night,no precipitation
4/15/1996,0,SDN,COL,351700SDNCOL,57,5,night,no precipitation
4/15/1996,0,CHA,KCA,351700CHAKCA,53,25,night,no precipitation
4/15/1996,0,ANA,SEA,351700CALSEA,68,0,in dome,null
4/15/1996,0,PIT,SLN,351700PITSLN,43,20,cloudy,no precipitation
4/15/1996,0,OAK,TEX,351700OAKTEX,67,17,night,no precipitation
4/15/1996,0,DET,TOR,351700DETTOR,null,null,in dome,null
4/16/1996,0,MIA,ATL,351710FLOATL,61,17,night,no precipitation
4/16/1996,0,BOS,BAL,351710BOSBAL,57,18,night,no precipitation
4/16/1996,0,CIN,CHN,351710CINCHN,40,17,cloudy,no precipitation
4/16/1996,0,SDN,COL,351710SDNCOL,68,5,night,no precipitation
4/16/1996,0,CHA,KCA,351710CHAKCA,65,22,night,no precipitation
4/16/1996,0,NYA,MIL,351710NYAMIL,49,18,night,no precipitation
4/16/1996,0,CLE,MIN,351710CLEMIN,null,null,in dome,null
4/16/1996,0,PHI,MON,351710PHIMON,null,null,in dome,null
4/16/1996,0,HOU,NYN,351710HOUNYN,54,15,night,showers
4/16/1996,0,ANA,SEA,351710CALSEA,68,2,in dome,null
4/16/1996,0,LAN,SFN,351710LANSFN,56,14,night,showers
4/16/1996,0,PIT,SLN,351710PITSLN,60,10,night,no precipitation
4/16/1996,0,OAK,TEX,351710OAKTEX,74,null,night,no precipitation
4/16/1996,0,DET,TOR,351710DETTOR,68,0,in dome,null
4/17/1996,0,MIA,ATL,351720FLOATL,71,0,night,no precipitation
4/17/1996,0,BOS,BAL,351720BOSBAL,59,23,night,no precipitation
4/17/1996,0,TOR,ANA,351720TORCAL,63,10,night,no precipitation
4/17/1996,0,CIN,CHN,351720CINCHN,50,null,sunny,no precipitation
4/17/1996,0,SDN,COL,351720SDNCOL,68,24,sunny,no precipitation
4/17/1996,0,CHA,KCA,351720CHAKCA,77,28,night,no precipitation
4/17/1996,0,NYA,MIL,351720NYAMIL,50,16,sunny,no precipitation
4/17/1996,0,CLE,MIN,351720CLEMIN,68,null,in dome,null
4/17/1996,0,PHI,MON,351720PHIMON,60,0,in dome,null
4/17/1996,0,HOU,NYN,351720HOUNYN,48,15,overcast,no precipitation
4/17/1996,0,DET,SEA,351720DETSEA,68,2,night,no precipitation
4/17/1996,0,LAN,SFN,351720LANSFN,58,15,cloudy,no precipitation
4/17/1996,0,PIT,SLN,351720PITSLN,72,17,night,no precipitation
4/17/1996,0,OAK,TEX,351720OAKTEX,66,30,night,no precipitation
4/18/1996,0,MIA,ATL,351730FLOATL,68,7,night,no precipitation
4/18/1996,0,BOS,BAL,351730BOSBAL,71,4,sunny,no precipitation
4/18/1996,0,TOR,ANA,351730TORCAL,70,15,night,no precipitation
4/18/1996,0,SFN,CHN,351730SFNCHN,67,null,sunny,no precipitation
4/18/1996,0,MIL,KCA,351730MILKCA,78,12,night,no precipitation
4/18/1996,0,PHI,MON,351730PHIMON,null,null,in dome,null
4/18/1996,0,DET,SEA,351730DETSEA,68,2,in dome,null
4/18/1996,0,PIT,SLN,351730PITSLN,67,15,cloudy,no precipitation
4/19/1996,0,SDN,ATL,351740SDNATL,65,5,cloudy,no precipitation
4/19/1996,0,DET,ANA,351740DETCAL,68,5,night,no precipitation
4/19/1996,0,SFN,CHN,351740SFNCHN,68,15,overcast,no precipitation
4/19/1996,0,BOS,CLE,351740BOSCLE,68,1,night,no precipitation
4/19/1996,0,LAN,MIA,351740LANFLO,75,8,night,no precipitation
4/19/1996,0,CIN,HOU,351740CINHOU,67,0,in dome,null
4/19/1996,0,MIL,KCA,351740MILKCA,74,25,night,no precipitation
4/19/1996,0,NYA,MIN,351740NYAMIN,68,0,in dome,null
4/19/1996,0,PIT,MON,351740PITMON,60,0,in dome,null
4/19/1996,0,COL,NYN,351740COLNYN,62,12,night,snow
4/19/1996,0,CHA,OAK,351740CHAOAK,56,13,night,no precipitation
4/19/1996,0,SLN,PHI,351740SLNPHI,70,12,cloudy,no precipitation
4/19/1996,0,TOR,SEA,351740TORSEA,68,2,in dome,null
4/19/1996,0,BAL,TEX,351740BALTEX,92,17,night,no precipitation
4/20/1996,0,SDN,ATL,351750SDNATL,58,10,night,no precipitation
4/20/1996,0,DET,ANA,351750DETCAL,68,5,night,no precipitation
4/20/1996,0,SFN,CHN,351750SFNCHN,50,23,overcast,no precipitation
4/20/1996,0,BOS,CLE,351750BOSCLE,70,25,cloudy,no precipitation
4/20/1996,0,LAN,MIA,351750LANFLO,75,7,night,no precipitation
4/20/1996,0,CIN,HOU,351750CINHOU,67,0,in dome,null
4/20/1996,0,MIL,KCA,351750MILKCA,60,12,sunny,no precipitation
4/20/1996,0,NYA,MIN,351750NYAMIN,70,0,in dome,null
4/20/1996,0,PIT,MON,351750PITMON,null,null,in dome,null
4/20/1996,0,COL,NYN,351750COLNYN,65,14,cloudy,no precipitation
4/20/1996,0,CHA,OAK,351750CHAOAK,65,8,overcast,no precipitation
4/20/1996,0,SLN,PHI,351750SLNPHI,69,20,night,no precipitation
4/20/1996,0,TOR,SEA,351750TORSEA,68,2,in dome,null
4/20/1996,0,BAL,TEX,351750BALTEX,82,15,night,no precipitation
4/21/1996,0,SDN,ATL,351760SDNATL,78,7,cloudy,no precipitation
4/21/1996,0,DET,ANA,351760DETCAL,70,10,night,no precipitation
4/21/1996,0,SFN,CHN,351760SFNCHN,55,15,sunny,no precipitation
4/21/1996,0,BOS,CLE,351760BOSCLE,51,15,sunny,no precipitation
4/21/1996,0,LAN,MIA,351760LANFLO,75,8,night,no precipitation
4/21/1996,0,CIN,HOU,351760CINHOU,68,0,in dome,null
4/21/1996,0,MIL,KCA,351760MILKCA,70,20,overcast,no precipitation
4/21/1996,0,NYA,MIN,351760NYAMIN,68,0,in dome,null
4/21/1996,0,PIT,MON,351760PITMON,68,0,in dome,null
4/21/1996,0,COL,NYN,351760COLNYN,78,16,cloudy,no precipitation
4/21/1996,0,CHA,OAK,351760CHAOAK,59,6,cloudy,no precipitation
4/21/1996,0,SLN,PHI,351760SLNPHI,75,9,cloudy,showers
4/21/1996,0,TOR,SEA,351760TORSEA,68,2,in dome,null
4/21/1996,0,BAL,TEX,351760BALTEX,88,23,sunny,no precipitation
4/22/1996,0,LAN,ATL,351770LANATL,80,7,night,no precipitation
4/22/1996,0,DET,ANA,351770DETCAL,75,5,night,no precipitation
4/22/1996,0,COL,CHN,351770COLCHN,45,16,night,no precipitation
4/22/1996,0,BAL,CLE,351770BALCLE,53,12,night,drizzle
4/22/1996,0,SDN,MIA,351770SDNFLO,79,10,night,no precipitation
4/22/1996,0,NYA,KCA,351770NYAKCA,57,10,night,no precipitation
4/22/1996,0,BOS,MIN,351770BOSMIN,67,0,in dome,null
4/22/1996,0,SLN,MON,351770SLNMON,70,0,in dome,null
4/22/1996,0,CIN,NYN,351770CINNYN,67,12,night,no precipitation
4/22/1996,0,MIL,OAK,351770MILOAK,65,10,night,no precipitation
4/22/1996,0,PIT,PHI,351770PITPHI,78,14,night,no precipitation
4/22/1996,0,TOR,SEA,351770TORSEA,68,2,in dome,null
4/22/1996,0,HOU,SFN,351770HOUSFN,55,10,night,no precipitation
4/22/1996,0,CHA,TEX,351770CHATEX,60,13,night,no precipitation
4/23/1996,0,LAN,ATL,351780LANATL,65,8,night,rain
4/23/1996,0,COL,CHN,351780COLCHN,42,10,sunny,no precipitation
4/23/1996,0,BAL,CLE,351780BALCLE,38,20,night,drizzle
4/23/1996,0,SDN,MIA,351780SDNFLO,83,12,sunny,no precipitation
4/23/1996,0,NYA,KCA,351780NYAKCA,63,8,night,no precipitation
4/23/1996,0,BOS,MIN,351780BOSMIN,68,0,in dome,null
4/23/1996,0,SLN,MON,351780SLNMON,null,null,in dome,null
4/23/1996,0,CIN,NYN,351780CINNYN,67,14,night,showers
4/23/1996,0,MIL,OAK,351780MILOAK,64,10,sunny,no precipitation
4/23/1996,0,PIT,PHI,351780PITPHI,78,15,sunny,no precipitation
4/23/1996,0,HOU,SFN,351780HOUSFN,68,15,sunny,no precipitation
4/23/1996,0,CHA,TEX,351780CHATEX,80,8,sunny,no precipitation
4/24/1996,0,TEX,BOS,351790TEXBOS,55,14,sunny,no precipitation
4/24/1996,0,SEA,CHA,351790SEACHA,50,10,cloudy,no precipitation
4/24/1996,0,PHI,COL,351790PHICOL,78,15,night,no precipitation
4/24/1996,0,MIN,DET,351790MINDET,51,12,cloudy,null
4/24/1996,0,BAL,KCA,351790BALKCA,79,6,night,null
4/24/1996,0,HOU,LAN,351790HOULAN,71,4,night,no precipitation
4/24/1996,0,ANA,MIL,351790CALMIL,51,15,night,no precipitation
4/24/1996,0,CIN,MON,351790CINMON,null,null,in dome,null
4/24/1996,0,CLE,NYA,351790CLENYA,61,12,night,no precipitation
4/24/1996,0,MIA,PIT,351790FLOPIT,55,20,night,no precipitation
4/24/1996,0,CHN,SDN,351790CHNSDN,66,5,night,no precipitation
4/24/1996,0,ATL,SFN,351790ATLSFN,62,10,night,no precipitation
4/24/1996,0,NYN,SLN,351790NYNSLN,77,17,night,no precipitation
4/24/1996,0,OAK,TOR,351790OAKTOR,null,null,in dome,null
4/25/1996,0,TEX,BOS,351800TEXBOS,68,12,sunny,no precipitation
4/25/1996,0,SEA,CHA,351800SEACHA,61,17,night,no precipitation
4/25/1996,0,PHI,COL,351800PHICOL,57,22,sunny,no precipitation
4/25/1996,0,MIN,DET,351800MINDET,67,20,cloudy,no precipitation
4/25/1996,0,BAL,KCA,351800BALKCA,73,25,night,no precipitation
4/25/1996,0,HOU,LAN,351800HOULAN,69,4,night,no precipitation
4/25/1996,0,ANA,MIL,351800CALMIL,65,16,overcast,drizzle
4/25/1996,0,CIN,MON,351800CINMON,null,null,in dome,null
4/25/1996,0,CLE,NYA,351800CLENYA,64,9,night,no precipitation
4/25/1996,0,MIA,PIT,351800FLOPIT,74,21,overcast,no precipitation
4/25/1996,0,CHN,SDN,351800CHNSDN,77,5,sunny,no precipitation
4/25/1996,0,ATL,SFN,351800ATLSFN,66,15,sunny,no precipitation
4/25/1996,0,NYN,SLN,351800NYNSLN,79,16,overcast,no precipitation
4/25/1996,0,OAK,TOR,351800OAKTOR,68,0,in dome,null
4/26/1996,0,TEX,BAL,351810TEXBAL,71,4,night,null
4/26/1996,0,KCA,BOS,351810KCABOS,64,26,night,no precipitation
4/26/1996,0,PHI,CIN,351810PHICIN,null,null,night,no precipitation
4/26/1996,0,MON,COL,351810MONCOL,66,15,night,no precipitation
4/26/1996,0,OAK,DET,351810OAKDET,44,20,night,no precipitation
4/26/1996,0,CHN,LAN,351810CHNLAN,null,null,night,no precipitation
4/26/1996,0,SEA,MIL,351810SEAMIL,47,14,night,no precipitation
4/26/1996,0,MIN,NYA,351810MINNYA,60,7,night,null
4/26/1996,0,NYN,PIT,351810NYNPIT,50,20,night,rain
4/26/1996,0,HOU,SDN,351810HOUSDN,64,5,night,no precipitation
4/26/1996,0,MIA,SFN,351810FLOSFN,61,20,night,no precipitation
4/26/1996,0,ATL,SLN,351810ATLSLN,56,18,night,no precipitation
4/26/1996,0,CLE,TOR,351810CLETOR,null,null,in dome,null
4/27/1996,0,TEX,BAL,351820TEXBAL,57,15,sunny,no precipitation
4/27/1996,0,KCA,BOS,351820KCABOS,58,14,sunny,no precipitation
4/27/1996,0,ANA,CHA,351820CALCHA,48,10,night,no precipitation
4/27/1996,0,PHI,CIN,351820PHICIN,55,8,sunny,no precipitation
4/27/1996,0,MON,COL,351820MONCOL,58,6,cloudy,no precipitation
4/27/1996,0,OAK,DET,351820OAKDET,53,15,cloudy,no precipitation
4/27/1996,0,CHN,LAN,351820CHNLAN,null,null,unknown,null
4/27/1996,0,SEA,MIL,351820SEAMIL,46,8,sunny,no precipitation
4/27/1996,0,MIN,NYA,351820MINNYA,65,8,sunny,no precipitation
4/27/1996,0,NYN,PIT,351820NYNPIT,51,14,night,no precipitation
4/27/1996,0,HOU,SDN,351820HOUSDN,65,7,night,no precipitation
4/27/1996,0,MIA,SFN,351820FLOSFN,70,9,sunny,no precipitation
4/27/1996,0,ATL,SLN,351820ATLSLN,64,6,cloudy,no precipitation
4/27/1996,0,CLE,TOR,351820CLETOR,null,null,in dome,null
4/28/1996,0,TEX,BAL,351830TEXBAL,72,10,sunny,no precipitation
4/28/1996,0,KCA,BOS,351830KCABOS,63,10,sunny,no precipitation
4/28/1996,0,ANA,CHA,351830CALCHA,49,10,overcast,rain
4/28/1996,0,MON,COL,351830MONCOL,41,15,cloudy,no precipitation
4/28/1996,0,OAK,DET,351830OAKDET,57,5,cloudy,no precipitation
4/28/1996,0,CHN,LAN,351830CHNLAN,null,null,unknown,null
4/28/1996,0,SEA,MIL,351830SEAMIL,47,15,overcast,no precipitation
4/28/1996,0,MIN,NYA,351830MINNYA,64,12,sunny,no precipitation
4/28/1996,0,NYN,PIT,351830NYNPIT,68,5,overcast,no precipitation
4/28/1996,0,HOU,SDN,351830HOUSDN,73,null,null,null
4/28/1996,0,MIA,SFN,351830FLOSFN,75,5,sunny,no precipitation
4/28/1996,0,CLE,TOR,351830CLETOR,null,null,in dome,null
4/29/1996,0,TEX,BAL,351840TEXBAL,83,10,night,no precipitation
4/29/1996,0,ANA,CHA,351840CALCHA,42,8,night,drizzle
4/29/1996,0,CHN,LAN,351840CHNLAN,82,5,night,no precipitation
4/29/1996,0,KCA,MIN,351840KCAMIN,70,0,in dome,null
4/29/1996,0,MON,NYN,351840MONNYN,55,8,night,drizzle
4/29/1996,0,HOU,SDN,351840HOUSDN,82,5,sunny,no precipitation
4/29/1996,0,ATL,SLN,351840ATLSLN,44,18,night,rain
4/30/1996,0,NYA,BAL,351850NYABAL,61,7,night,no precipitation
4/30/1996,0,DET,BOS,351850DETBOS,60,10,night,rain
4/30/1996,0,SLN,CHN,351850SLNCHN,53,9,night,no precipitation
4/30/1996,0,PIT,CIN,351850PITCIN,52,15,night,no precipitation
4/30/1996,0,CHA,CLE,351850CHACLE,47,22,night,drizzle
4/30/1996,0,PHI,MIA,351850PHIFLO,80,3,night,showers
4/30/1996,0,ATL,HOU,351850ATLHOU,68,0,in dome,null
4/30/1996,0,COL,LAN,351850COLLAN,78,8,night,no precipitation
4/30/1996,0,KCA,MIN,351850KCAMIN,null,null,in dome,null
4/30/1996,0,ANA,OAK,351850CALOAK,78,3,night,no precipitation
4/30/1996,0,SFN,SDN,351850SFNSDN,72,5,night,no precipitation
4/30/1996,0,SEA,TEX,351850SEATEX,74,20,night,no precipitation
4/30/1996,0,MIL,TOR,351850MILTOR,68,0,in dome,null
5/1/1996,0,NYA,BAL,351860NYABAL,67,12,night,no precipitation
5/1/1996,0,DET,BOS,351860DETBOS,62,11,night,no precipitation
5/1/1996,0,SLN,CHN,351860SLNCHN,57,21,sunny,no precipitation
5/1/1996,0,PIT,CIN,351860PITCIN,52,null,night,showers
5/1/1996,0,CHA,CLE,351860CHACLE,53,12,night,no precipitation
5/1/1996,0,PHI,MIA,351860PHIFLO,80,10,night,no precipitation
5/1/1996,0,ATL,HOU,351860ATLHOU,68,0,in dome,null
5/1/1996,0,COL,LAN,351860COLLAN,72,5,night,no precipitation
5/1/1996,0,KCA,MIN,351860KCAMIN,null,null,in dome,null
5/1/1996,1,MON,NYN,351861MONNYN,63,8,night,no precipitation
5/1/1996,2,MON,NYN,351862MONNYN,60,15,night,no precipitation
5/1/1996,0,ANA,OAK,351860CALOAK,74,3,night,no precipitation
5/1/1996,0,SFN,SDN,351860SFNSDN,68,1,night,no precipitation
5/1/1996,0,SEA,TEX,351860SEATEX,76,null,night,no precipitation
5/1/1996,0,MIL,TOR,351860MILTOR,72,0,in dome,null
5/2/1996,0,TEX,DET,351870TEXDET,67,null,night,no precipitation
5/2/1996,0,PHI,MIA,351870PHIFLO,79,9,night,no precipitation
5/2/1996,0,CHA,NYA,351870CHANYA,68,13,night,no precipitation
5/2/1996,0,ANA,OAK,351870CALOAK,74,7,sunny,no precipitation
5/2/1996,0,CLE,SEA,351870CLESEA,68,2,night,no precipitation
5/2/1996,0,MIL,TOR,351870MILTOR,null,null,in dome,null
5/3/1996,0,PHI,ATL,351880PHIATL,74,5,night,no precipitation
5/3/1996,0,MIL,BAL,351880MILBAL,75,5,overcast,null
5/3/1996,0,TOR,BOS,351880TORBOS,53,10,night,rain
5/3/1996,0,MIN,ANA,351880MINCAL,72,5,night,no precipitation
5/3/1996,0,NYN,CHN,351880NYNCHN,52,8,cloudy,no precipitation
5/3/1996,0,MIA,COL,351880FLOCOL,66,7,night,no precipitation
5/3/1996,0,TEX,DET,351880TEXDET,65,null,night,no precipitation
5/3/1996,0,MON,HOU,351880MONHOU,68,0,in dome,null
5/3/1996,0,OAK,KCA,351880OAKKCA,63,10,night,no precipitation
5/3/1996,0,CHA,NYA,351880CHANYA,56,8,night,no precipitation
5/3/1996,0,LAN,PIT,351880LANPIT,75,6,night,no precipitation
5/3/1996,0,SLN,SDN,351880SLNSDN,67,7,night,no precipitation
5/3/1996,0,CLE,SEA,351880CLESEA,68,2,in dome,null
5/3/1996,0,CIN,SFN,351880CINSFN,65,12,night,no precipitation
5/4/1996,0,PHI,ATL,351890PHIATL,75,7,night,no precipitation
5/4/1996,0,MIL,BAL,351890MILBAL,73,null,cloudy,no precipitation
5/4/1996,0,TOR,BOS,351890TORBOS,53,2,overcast,showers
5/4/1996,0,MIN,ANA,351890MINCAL,73,5,night,no precipitation
5/4/1996,0,NYN,CHN,351890NYNCHN,50,15,sunny,no precipitation
5/4/1996,0,MIA,COL,351890FLOCOL,70,8,sunny,no precipitation
5/4/1996,0,TEX,DET,351890TEXDET,59,null,cloudy,no precipitation
5/4/1996,0,MON,HOU,351890MONHOU,68,0,in dome,null
5/4/1996,0,OAK,KCA,351890OAKKCA,66,10,night,no precipitation
5/4/1996,0,CHA,NYA,351890CHANYA,53,12,overcast,no precipitation
5/4/1996,0,LAN,PIT,351890LANPIT,69,4,night,drizzle
5/4/1996,0,SLN,SDN,351890SLNSDN,67,5,night,no precipitation
5/4/1996,0,CLE,SEA,351890CLESEA,68,2,night,no precipitation
5/4/1996,0,CIN,SFN,351890CINSFN,63,12,sunny,no precipitation
5/5/1996,0,PHI,ATL,351900PHIATL,85,5,sunny,no precipitation
5/5/1996,0,MIL,BAL,351900MILBAL,75,5,sunny,no precipitation
5/5/1996,0,TOR,BOS,351900TORBOS,60,13,sunny,no precipitation
5/5/1996,0,MIN,ANA,351900MINCAL,78,null,null,null
5/5/1996,0,NYN,CHN,351900NYNCHN,52,20,cloudy,no precipitation
5/5/1996,0,MIA,COL,351900FLOCOL,59,9,sunny,no precipitation
5/5/1996,0,TEX,DET,351900TEXDET,54,5,cloudy,no precipitation
5/5/1996,0,MON,HOU,351900MONHOU,68,0,in dome,null
5/5/1996,0,OAK,KCA,351900OAKKCA,61,10,overcast,showers
5/5/1996,0,CHA,NYA,351900CHANYA,64,13,cloudy,no precipitation
5/5/1996,0,LAN,PIT,351900LANPIT,66,5,sunny,no precipitation
5/5/1996,0,SLN,SDN,351900SLNSDN,75,5,sunny,no precipitation
5/5/1996,0,CLE,SEA,351900CLESEA,68,2,in dome,null
5/5/1996,0,CIN,SFN,351900CINSFN,63,null,sunny,no precipitation
5/6/1996,0,COL,ATL,351910COLATL,74,15,night,no precipitation
5/6/1996,0,KCA,ANA,351910KCACAL,75,5,night,no precipitation
5/6/1996,0,NYN,MIA,351910NYNFLO,82,12,night,no precipitation
5/6/1996,0,CHN,MON,351910CHNMON,null,null,in dome,null
5/6/1996,0,DET,NYA,351910DETNYA,44,10,night,no precipitation
5/6/1996,0,CLE,OAK,351910CLEOAK,56,12,night,no precipitation
5/6/1996,0,HOU,PHI,351910HOUPHI,51,20,night,no precipitation
5/6/1996,0,LAN,PIT,351910LANPIT,65,10,cloudy,no precipitation
5/6/1996,0,MIN,SEA,351910MINSEA,68,2,in dome,null
5/7/1996,0,COL,ATL,351920COLATL,80,7,night,no precipitation
5/7/1996,0,KCA,ANA,351920KCACAL,72,5,night,no precipitation
5/7/1996,0,BAL,CHA,351920BALCHA,51,10,night,no precipitation
5/7/1996,0,LAN,CIN,351920LANCIN,67,2,cloudy,no precipitation
5/7/1996,0,NYN,MIA,351920NYNFLO,78,7,night,no precipitation
5/7/1996,0,BOS,MIL,351920BOSMIL,48,5,night,no precipitation
5/7/1996,0,CHN,MON,351920CHNMON,null,null,in dome,null
5/7/1996,0,DET,NYA,351920DETNYA,54,14,night,rain
5/7/1996,0,CLE,OAK,351920CLEOAK,61,10,sunny,no precipitation
5/7/1996,0,HOU,PHI,351920HOUPHI,51,10,night,drizzle
5/7/1996,0,MIN,SEA,351920MINSEA,null,null,in dome,null
5/7/1996,0,SFN,SLN,351920SFNSLN,72,5,night,no precipitation
5/7/1996,0,TOR,TEX,351920TORTEX,82,17,night,no precipitation
5/8/1996,0,COL,ATL,351930COLATL,82,9,night,no precipitation
5/8/1996,0,KCA,ANA,351930KCACAL,70,5,night,no precipitation
5/8/1996,0,BAL,CHA,351930BALCHA,58,3,night,no precipitation
5/8/1996,0,LAN,CIN,351930LANCIN,65,10,night,no precipitation
5/8/1996,0,NYN,MIA,351930NYNFLO,83,8,night,no precipitation
5/8/1996,0,CHN,MON,351930CHNMON,null,null,in dome,null
5/8/1996,0,DET,NYA,351930DETNYA,59,10,night,no precipitation
5/8/1996,0,CLE,OAK,351930CLEOAK,56,15,night,no precipitation
5/8/1996,0,HOU,PHI,351930HOUPHI,56,5,night,no precipitation
5/8/1996,1,SDN,PIT,351931SDNPIT,67,14,overcast,showers
5/8/1996,2,SDN,PIT,351932SDNPIT,57,14,night,showers
5/8/1996,0,MIN,SEA,351930MINSEA,68,null,in dome,null
5/8/1996,0,SFN,SLN,351930SFNSLN,76,12,night,no precipitation
5/8/1996,0,TOR,TEX,351930TORTEX,83,16,night,no precipitation
5/9/1996,0,KCA,ANA,351940KCACAL,73,5,night,no precipitation
5/9/1996,0,BAL,CHA,351940BALCHA,56,7,night,showers
5/9/1996,0,COL,MIA,351940COLFLO,82,null,night,no precipitation
5/9/1996,0,BOS,MIL,351940BOSMIL,54,7,overcast,drizzle
5/9/1996,0,HOU,MON,351940HOUMON,null,null,in dome,null
5/9/1996,0,DET,NYA,351940DETNYA,58,12,night,no precipitation
5/9/1996,0,SDN,PIT,351940SDNPIT,82,5,night,no precipitation
5/9/1996,0,SFN,SLN,351940SFNSLN,86,15,sunny,no precipitation
5/9/1996,0,TOR,TEX,351940TORTEX,82,28,night,no precipitation
5/10/1996,0,CLE,ANA,351950CLECAL,74,5,night,no precipitation
5/10/1996,0,NYA,CHA,351950NYACHA,42,25,night,no precipitation
5/10/1996,0,SDN,CIN,351950SDNCIN,64,20,night,rain
5/10/1996,0,COL,MIA,351950COLFLO,83,13,night,no precipitation
5/10/1996,0,BAL,MIL,351950BALMIL,43,20,night,drizzle
5/10/1996,0,HOU,MON,351950HOUMON,null,null,in dome,null
5/10/1996,0,CHN,NYN,351950CHNNYN,69,10,night,no precipitation
5/10/1996,0,MIN,OAK,351950MINOAK,59,10,night,no precipitation
5/10/1996,0,ATL,PHI,351950ATLPHI,65,10,night,no precipitation
5/10/1996,0,SFN,PIT,351950SFNPIT,87,15,night,showers
5/10/1996,0,KCA,SEA,351950KCASEA,null,null,in dome,null
5/10/1996,0,LAN,SLN,351950LANSLN,76,15,night,showers
5/10/1996,0,DET,TEX,351950DETTEX,85,12,night,no precipitation
5/10/1996,0,BOS,TOR,351950BOSTOR,null,null,in dome,null
5/11/1996,0,CLE,ANA,351960CLECAL,80,5,night,no precipitation
5/11/1996,0,NYA,CHA,351960NYACHA,47,12,night,no precipitation
5/11/1996,0,SDN,CIN,351960SDNCIN,50,15,night,no precipitation
5/11/1996,0,COL,MIA,351960COLFLO,83,8,night,no precipitation
5/11/1996,0,BAL,MIL,351960BALMIL,46,14,sunny,no precipitation
5/11/1996,0,HOU,MON,351960HOUMON,null,null,in dome,null
5/11/1996,0,CHN,NYN,351960CHNNYN,79,12,sunny,no precipitation
5/11/1996,0,MIN,OAK,351960MINOAK,73,10,sunny,no precipitation
5/11/1996,0,ATL,PHI,351960ATLPHI,65,5,night,rain
5/11/1996,0,SFN,PIT,351960SFNPIT,49,14,night,drizzle
5/11/1996,0,KCA,SEA,351960KCASEA,null,null,in dome,null
5/11/1996,0,LAN,SLN,351960LANSLN,60,12,cloudy,no precipitation
5/11/1996,0,DET,TEX,351960DETTEX,65,10,night,no precipitation
5/11/1996,0,BOS,TOR,351960BOSTOR,null,null,in dome,null
5/12/1996,0,CLE,ANA,351970CLECAL,84,5,sunny,no precipitation
5/12/1996,0,NYA,CHA,351970NYACHA,53,10,cloudy,no precipitation
5/12/1996,0,SDN,CIN,351970SDNCIN,50,15,sunny,no precipitation
5/12/1996,0,COL,MIA,351970COLFLO,87,7,overcast,no precipitation
5/12/1996,0,BAL,MIL,351970BALMIL,48,12,sunny,no precipitation
5/12/1996,0,HOU,MON,351970HOUMON,null,null,in dome,null
5/12/1996,0,CHN,NYN,351970CHNNYN,52,29,cloudy,no precipitation
5/12/1996,0,MIN,OAK,351970MINOAK,76,8,sunny,no precipitation
5/12/1996,0,ATL,PHI,351970ATLPHI,54,20,cloudy,no precipitation
5/12/1996,0,SFN,PIT,351970SFNPIT,51,14,overcast,no precipitation
5/12/1996,0,KCA,SEA,351970KCASEA,null,null,in dome,null
5/12/1996,0,LAN,SLN,351970LANSLN,62,12,cloudy,no precipitation
5/12/1996,0,DET,TEX,351970DETTEX,83,13,sunny,no precipitation
5/12/1996,0,BOS,TOR,351970BOSTOR,null,null,in dome,null
5/13/1996,0,PIT,ATL,351980PITATL,71,16,night,no precipitation
5/13/1996,0,HOU,CHN,351980HOUCHN,50,12,night,no precipitation
5/13/1996,0,SLN,MIA,351980SLNFLO,83,14,night,no precipitation
5/13/1996,0,MON,LAN,351980MONLAN,74,6,night,no precipitation
5/13/1996,0,CHA,MIL,351980CHAMIL,51,15,night,no precipitation
5/13/1996,0,BAL,OAK,351980BALOAK,64,11,night,no precipitation
5/13/1996,0,SFN,PHI,351980SFNPHI,50,10,night,no precipitation
5/13/1996,0,NYN,SDN,351980NYNSDN,66,8,night,no precipitation
5/13/1996,0,KCA,TEX,351980KCATEX,79,0,night,no precipitation
5/14/1996,0,PIT,ATL,351990PITATL,68,12,night,no precipitation
5/14/1996,0,ANA,BOS,351990CALBOS,59,11,night,no precipitation
